short_name,long_name,player_id,player_overall,potential,age,height_cm,weight_kg,value_millions_eur,wage_thousands_eur,pace,shooting,passing,dribbling,defending,physic,player_positions,preferred_foot,nationality_name,league_name,skill_moves,weak_foot,international_reputation,club_name,team_overall,domestic_prestige,def_style,off_chance_creation,overall15,value_millions_eur15,country
A. Diallo,Abdou Diallo,225711,78,81,26,187,79,16.5,65.0,72.0,39.0,71.0,74.0,78.0,76.0,"CB, LB",Left,Senegal,Bundesliga,3,3,2,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,68,1.3,Germany
M. Niakhaté,Moussa Niakhaté,225859,78,80,26,190,85,15.5,57.0,79.0,42.0,65.0,67.0,79.0,77.0,CB,Left,Senegal,Premier League,2,3,2,Nottingham Forest,76.0,1.0,Balanced,Forward Runs,66,0.98,England
K. Walker-Peters,Kyle Walker-Peters,227927,78,83,25,173,62,19.0,48.0,76.0,43.0,68.0,76.0,74.0,71.0,"RB, LB",Right,England,Premier League,3,4,1,Southampton,75.0,4.0,Balanced,Balanced,65,1.1,England
Nélson Semedo,Nélson Cabral Semedo,227928,78,78,28,177,69,12.5,72.0,83.0,57.0,69.0,79.0,73.0,73.0,"RB, RWB",Right,Portugal,Premier League,4,3,2,Wolverhampton Wanderers,78.0,5.0,Balanced,Forward Runs,81,20.5,England
Pedraza,Alfonso Pedraza Sag,228302,78,80,26,184,73,16.0,31.0,81.0,72.0,72.0,76.0,74.0,75.0,"LB, LM",Left,Spain,La Liga,3,2,1,Villarreal,80.0,8.0,Balanced,Balanced,72,4.3,Spain
F. Grillitsch,Florian Grillitsch,228336,78,80,26,187,77,15.5,17.0,65.0,60.0,78.0,77.0,75.0,66.0,"CDM, CB, CM",Right,Austria,Eredivisie,3,3,2,Ajax,78.0,10.0,Balanced,Possession,74,7.5,Netherlands
E. Audero,Emil Audero Mulyadi,228413,78,81,25,192,83,14.5,16.0,53.0,73.0,73.0,74.0,76.0,80.0,GK,Right,Italy,Serie A,1,2,1,Sampdoria,73.0,4.0,Balanced,Direct Passing,67,0.95,Italy
Robert Sánchez,Robert Lynch Sánchez,228789,78,82,24,197,85,16.0,39.0,45.0,73.0,73.0,76.0,78.0,79.0,GK,Right,Spain,Premier League,1,4,1,Brighton & Hove Albion,76.0,3.0,Press After Possession Loss,Balanced,55,0.16,England
A. Disasi,Axel Arthur Disasi,229942,78,83,24,190,86,19.0,39.0,53.0,29.0,53.0,55.0,79.0,82.0,CB,Right,France,Ligue 1,2,2,2,Monaco,77.0,8.0,Pressure On Heavy Touch,Possession,59,0.26,France
C. Montes,César Jasib Montes Castro,229980,78,83,25,191,70,18.5,19.0,62.0,44.0,63.0,65.0,79.0,78.0,CB,Right,Mexico,La Liga,2,3,1,Espanyol,76.0,5.0,Press After Possession Loss,Forward Runs,74,7.0,Spain
J. Aidoo,Joseph Aidoo,230021,78,81,26,184,80,16.5,24.0,75.0,27.0,48.0,50.0,76.0,88.0,CB,Right,Ghana,La Liga,2,2,1,Celta de Vigo,77.0,6.0,Pressure On Heavy Touch,Balanced,67,0.92,Spain
L. Nmecha,Lukas Nmecha,230084,78,83,23,185,80,21.5,44.0,82.0,77.0,66.0,77.0,40.0,77.0,ST,Right,Germany,Bundesliga,3,4,1,VfL Wolfsburg,76.0,6.0,Press After Possession Loss,Possession,0,0.0,Germany
Gerson Armão,Gérson Adriano Gutierres Serra,230183,78,78,22,186,73,15.0,24.0,79.0,67.0,71.0,71.0,74.0,78.0,"LB, LWB, LM",Left,Brazil,Serie A,3,5,1,Internacional,74.0,7.0,Balanced,Direct Passing,77,6.5,Italy
Wellington Sabrão,Wellingt. Edson Sabrão Rolim,230206,78,78,34,169,66,5.0,37.0,92.0,56.0,68.0,73.0,72.0,69.0,"RB, LB",Right,Brazil,Serie A,2,3,1,Flamengo,76.0,10.0,Pressure On Heavy Touch,Balanced,73,1.6,Italy
Zervandro,A. Zervandro Chiamuloira Paes,230212,78,78,22,182,79,14.5,24.0,68.0,48.0,60.0,54.0,79.0,75.0,"CB, LB",Left,Brazil,Serie A,2,3,1,Internacional,74.0,7.0,Balanced,Direct Passing,76,6.0,Italy
Pedrão Tofico,Pedro Tofico Dourado Hermes,230285,78,78,26,190,88,13.5,37.0,58.0,29.0,63.0,58.0,77.0,84.0,CB,Right,Brazil,Serie A,2,3,1,Flamengo,76.0,10.0,Pressure On Heavy Touch,Balanced,67,0.48,Italy
Hediselton,Hediselton Simão Resende,230360,78,78,22,176,75,15.0,16.0,78.0,71.0,71.0,76.0,74.0,74.0,"RB, RM, CM",Right,Brazil,Serie A,4,3,1,Bragantino,74.0,1.0,Press After Possession Loss,Balanced,77,6.5,Italy
Albertinho Dutra,Alberto Marcelo Dutra Cirino,230385,78,78,30,175,72,13.5,43.0,81.0,72.0,81.0,80.0,23.0,50.0,"LW, LM",Left,Brazil,Serie A,4,3,1,São Paulo,73.0,9.0,Pressure On Heavy Touch,Possession,0,0.0,Italy
Guilson Paiva,G. Pierre Paiva Souza,230406,78,78,26,173,72,15.5,40.0,83.0,69.0,75.0,78.0,42.0,68.0,"RM, RW",Right,Brazil,Serie A,3,4,1,Flamengo,76.0,10.0,Pressure On Heavy Touch,Balanced,0,0.0,Italy
Arturo Inálcio,Arturo Adolfo Inálcio Dutra,230426,78,78,22,170,60,16.5,35.0,83.0,72.0,75.0,78.0,52.0,48.0,"CM, CAM",Right,Brazil,Serie A,2,3,1,Flamengo,76.0,10.0,Pressure On Heavy Touch,Balanced,0,0.0,Italy
Fredditinho,Fred Claudinei Tófoli Vilela,230440,78,78,34,188,87,7.0,43.0,73.0,80.0,63.0,74.0,39.0,76.0,ST,Right,Brazil,Serie A,2,1,1,Palmeiras,76.0,8.0,Pressure On Heavy Touch,Balanced,0,0.0,Italy
Jason Bardeira,Jason Bardeira Cunha,230442,78,78,22,187,85,17.0,31.0,73.0,82.0,62.0,70.0,31.0,75.0,ST,Right,Brazil,Serie A,2,3,1,Corinthians,73.0,8.0,Balanced,Balanced,0,0.0,Italy
Jonatão Praz,Jonathan Prazeres Conradi,230460,78,78,22,172,70,16.5,38.0,78.0,69.0,77.0,79.0,45.0,54.0,LW,Left,Brazil,Serie A,4,4,1,Flamengo,76.0,10.0,Pressure On Heavy Touch,Balanced,69,0.65,Italy
A. Lookman,Ademola Lookman,230899,78,81,24,174,71,19.0,42.0,85.0,75.0,69.0,82.0,29.0,60.0,"LM, RM",Right,Nigeria,Serie A,4,4,1,Atalanta,79.0,7.0,Press After Possession Loss,Forward Runs,64,0.98,Italy
P. Lienhart,Philipp Lienhart,231366,78,80,25,189,83,15.5,27.0,70.0,28.0,56.0,62.0,80.0,74.0,CB,Right,Austria,Bundesliga,2,3,2,SC Freiburg,76.0,4.0,Balanced,Possession,65,0.85,Germany
Brahim,Brahim Abdelkader Díaz,231410,78,86,22,171,59,31.5,110.0,78.0,69.0,76.0,82.0,30.0,50.0,CAM,Right,Spain,Serie A,4,5,1,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,66,1.3,Italy
D. Malen,Donyell Malen,231447,78,83,23,178,77,21.5,42.0,89.0,77.0,72.0,83.0,35.0,72.0,"ST, LM",Right,Netherlands,Bundesliga,4,4,2,Borussia Dortmund,81.0,9.0,Press After Possession Loss,Forward Runs,0,0.0,Germany
J. Karlsson,Karl Jesper Karlsson,231836,78,83,23,178,68,21.0,13.0,83.0,77.0,72.0,83.0,35.0,61.0,LW,Right,Sweden,Eredivisie,5,3,2,AZ,74.0,8.0,Press After Possession Loss,Possession,60,0.42,Netherlands
F. Aursnes,Fredrik Aursnes,231913,78,79,26,179,71,16.5,16.0,75.0,65.0,77.0,79.0,74.0,80.0,"CM, CDM",Right,Norway,Liga Portugal,3,3,2,Benfica,79.0,10.0,Press After Possession Loss,Balanced,65,0.88,Portugal
Ç. Söyüncü,Çağlar Söyüncü,232119,78,80,26,185,82,15.5,69.0,71.0,46.0,60.0,65.0,77.0,78.0,CB,Right,Turkey,Premier League,2,4,1,Leicester City,79.0,6.0,Balanced,Possession,74,8.0,England
J. Bijlow,Justin Bijlow,232229,78,85,24,188,76,24.0,8.0,58.0,78.0,78.0,75.0,74.0,80.0,GK,Right,Netherlands,Eredivisie,1,2,2,Feyenoord,75.0,8.0,Press After Possession Loss,Balanced,67,1.1,Netherlands
Caio Henrique,Caio Henrique Oliveira Silva,232440,78,82,24,178,70,18.5,39.0,77.0,58.0,77.0,78.0,73.0,62.0,"LB, LWB",Left,Brazil,Ligue 1,3,2,1,Monaco,77.0,8.0,Pressure On Heavy Touch,Possession,67,1.6,France
R. Doan,堂安 律,232639,78,82,24,172,70,20.0,27.0,79.0,71.0,75.0,82.0,40.0,59.0,"RM, CAM",Left,Japan,Bundesliga,4,3,1,SC Freiburg,76.0,4.0,Balanced,Possession,68,1.6,Germany
J. Ito,伊东 纯也,232905,78,78,29,177,68,14.0,30.0,89.0,71.0,73.0,78.0,58.0,70.0,"RW, CF",Right,Japan,Ligue 1,4,4,1,Reims,72.0,4.0,Balanced,Forward Runs,73,5.0,France
T. Adams,Tyler Shaan Adams,232999,78,82,23,175,72,18.5,34.0,81.0,48.0,68.0,74.0,76.0,76.0,"CDM, CM",Right,United States,Premier League,3,3,2,Leeds United,76.0,3.0,Press After Possession Loss,Forward Runs,66,1.2,England
Zubeldia,Igor Zubeldía Elorza,233738,78,82,25,181,73,17.5,29.0,65.0,63.0,75.0,70.0,78.0,79.0,CB,Right,Spain,La Liga,2,3,1,Real Sociedad,78.0,7.0,Balanced,Possession,70,2.8,Spain
S. Villa,Sebastián Villa Cano,233959,78,79,26,179,71,16.5,21.0,94.0,74.0,69.0,79.0,32.0,67.0,"LW, RW",Right,Colombia,Liga Profesional,4,3,1,Boca Juniors,75.0,10.0,Balanced,Forward Runs,61,0.45,Unknown
Odriozola,Álvaro Odriozola Arzalluz,234035,78,79,26,176,66,15.0,115.0,82.0,55.0,71.0,75.0,74.0,65.0,RB,Right,Spain,La Liga,3,3,1,Real Madrid,85.0,10.0,Balanced,Balanced,74,8.0,Spain
Florentino,Florentino Ibrain Morris Luís,234569,78,85,22,184,74,27.0,12.0,58.0,44.0,64.0,71.0,79.0,74.0,"CDM, CM",Right,Portugal,Liga Portugal,2,2,1,Benfica,79.0,10.0,Press After Possession Loss,Balanced,0,0.0,Portugal
H. Aouar,Houssem Aouar,234906,78,83,24,175,70,21.0,52.0,71.0,69.0,77.0,83.0,64.0,68.0,"CAM, LM, CM",Right,France,Ligue 1,4,3,2,Olympique Lyonnais,78.0,8.0,Pressure On Heavy Touch,Possession,67,1.6,France
W. Faes,Wout Felix Lina Faes,235036,78,82,24,187,82,18.0,59.0,56.0,39.0,56.0,60.0,79.0,78.0,CB,Right,Belgium,Premier League,2,3,1,Leicester City,79.0,6.0,Balanced,Possession,66,0.95,England
Lucas Veríssimo,Lucas Veríssimo da Silva,235688,78,81,26,188,84,16.5,14.0,80.0,39.0,57.0,63.0,78.0,79.0,CB,Right,Brazil,Liga Portugal,2,2,1,Benfica,79.0,10.0,Press After Possession Loss,Balanced,0,0.0,Portugal
C. Ünder,Cengiz Ünder,235889,78,81,24,173,66,19.0,38.0,79.0,75.0,77.0,78.0,38.0,51.0,"RW, RM",Left,Turkey,Ligue 1,4,4,1,Olympique Marseille,78.0,8.0,Pressure On Heavy Touch,Forward Runs,74,8.5,France
Douglas Luiz,Douglas Luiz Soares de Paulo,236499,78,82,24,175,66,18.5,59.0,67.0,69.0,82.0,78.0,73.0,71.0,"CDM, CM",Right,Brazil,Premier League,3,2,2,Aston Villa,79.0,5.0,Pressure On Heavy Touch,Forward Runs,73,7.0,England
O. Wijndal,Owen Wijndal,236572,78,82,22,176,65,19.0,15.0,82.0,53.0,76.0,77.0,73.0,72.0,LB,Left,Netherlands,Eredivisie,3,2,2,Ajax,78.0,10.0,Balanced,Possession,62,0.52,Netherlands
J. Pavlenka,Jiří Pavlenka,236583,78,78,30,196,81,9.5,21.0,36.0,61.0,61.0,75.0,69.0,80.0,GK,Right,Czech Republic,Bundesliga,1,3,2,Werder Bremen,73.0,2.0,Pressure On Heavy Touch,Balanced,74,5.5,Germany
M. Kean,Moise Bioty Kean,236610,78,86,22,182,72,32.0,41.0,85.0,76.0,58.0,76.0,40.0,75.0,"ST, LW",Right,Italy,Serie A,3,3,2,Juventus,82.0,10.0,Pressure On Heavy Touch,Direct Passing,64,0.9,Italy
C. Gallagher,Conor Gallagher,238216,78,85,22,182,74,28.5,81.0,74.0,76.0,74.0,77.0,67.0,74.0,CM,Right,England,Premier League,3,2,1,Chelsea,84.0,9.0,Balanced,Possession,0,0.0,England
A. Haidara,Amadou Haïdara,238463,78,82,24,175,72,20.0,43.0,70.0,72.0,76.0,80.0,69.0,71.0,"CM, CDM, RM",Right,Mali,Bundesliga,3,2,2,RB Leipzig,81.0,8.0,Press After Possession Loss,Balanced,61,0.52,Germany
Pedro Neto,Pedro Lomba Neto,238616,78,83,22,172,62,21.5,72.0,85.0,74.0,69.0,81.0,31.0,58.0,"LW, RW, ST",Left,Portugal,Premier League,4,4,1,Wolverhampton Wanderers,78.0,5.0,Balanced,Forward Runs,63,0.75,England
M. Gómez,Maximiliano Gómez González,239207,78,80,25,186,84,18.0,40.0,63.0,78.0,68.0,73.0,32.0,82.0,ST,Right,Uruguay,Super Lig,3,3,1,Trabzonspor,76.0,6.0,Balanced,Possession,73,6.0,Turkey
Galeno,Wenderson Rodrigues do Nascimento Galeno,239482,78,81,24,179,62,19.0,14.0,92.0,74.0,67.0,82.0,38.0,68.0,LM,Right,Brazil,Liga Portugal,4,3,1,Porto,78.0,10.0,Press After Possession Loss,Balanced,68,1.5,Portugal
M. Pessina,Matteo Pessina,239613,78,81,25,187,77,18.5,46.0,72.0,70.0,77.0,79.0,71.0,71.0,"CAM, CM, CF",Left,Italy,Serie A,3,2,2,Monza,75.0,3.0,Balanced,Possession,59,0.35,Italy
D. Frattesi,Davide Frattesi,239807,78,87,22,178,74,31.5,30.0,79.0,71.0,76.0,80.0,65.0,69.0,"CM, CDM",Right,Italy,Serie A,3,4,1,Sassuolo,75.0,4.0,Press After Possession Loss,Possession,63,0.72,Italy
A. Mac Allister,Alexis Mac Allister,239837,78,83,23,176,72,21.0,56.0,69.0,78.0,80.0,78.0,67.0,69.0,"CM, CAM",Right,Argentina,Premier League,3,3,1,Brighton & Hove Albion,76.0,3.0,Press After Possession Loss,Balanced,61,0.52,England
S. Kalajdžić,Saša Kalajdžić,239901,78,81,24,200,93,19.5,72.0,63.0,75.0,68.0,73.0,46.0,70.0,ST,Right,Austria,Premier League,3,3,2,Wolverhampton Wanderers,78.0,5.0,Balanced,Forward Runs,58,0.27,England
N. De la Cruz,Diego Nicolás De La Cruz Arcosa,240699,78,79,25,167,65,16.5,19.0,85.0,76.0,78.0,82.0,70.0,69.0,"CM, LM, CAM",Right,Uruguay,Liga Profesional,4,4,1,River Plate,76.0,10.0,Pressure On Heavy Touch,Possession,63,0.7,Unknown
C. Hudson-Odoi,Callum Hudson-Odoi,240740,78,84,21,182,76,22.5,69.0,81.0,68.0,75.0,82.0,48.0,59.0,"LM, CAM, RM",Right,England,Bundesliga,4,3,2,Bayer 04 Leverkusen,80.0,8.0,Press After Possession Loss,Balanced,0,0.0,Germany
Junior Messias,Junior Walter Messias,240938,78,78,31,179,70,11.5,65.0,84.0,73.0,73.0,81.0,49.0,60.0,"RW, RM",Left,Brazil,Serie A,3,3,1,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,60,0.26,Italy
N. Vlašić,Nikola Vlašić,241095,78,81,24,178,79,19.5,63.0,79.0,76.0,75.0,81.0,47.0,69.0,"CF, LM, CAM",Right,Croatia,Serie A,3,5,2,Torino,74.0,5.0,Balanced,Forward Runs,67,1.6,Italy
M. Guéhi,Addji Keaninkin Marc-Israel Guéhi,241159,78,86,21,182,82,29.5,36.0,73.0,39.0,58.0,68.0,79.0,75.0,CB,Right,England,Premier League,2,4,1,Crystal Palace,76.0,4.0,Balanced,Balanced,0,0.0,England
E. Elmas,Eljif Elmas,241390,78,85,22,184,74,28.5,44.0,76.0,71.0,74.0,83.0,66.0,69.0,"CAM, CM, LW",Right,North Macedonia,Serie A,4,4,2,Napoli,80.0,9.0,Balanced,Forward Runs,0,0.0,Italy
P. Rajković,Predrag Rajković,241727,78,81,26,191,85,14.0,21.0,25.0,74.0,74.0,76.0,79.0,77.0,GK,Right,Serbia,La Liga,1,2,2,Mallorca,75.0,3.0,Balanced,Balanced,0,0.0,Spain
K. Mavropanos,Konstantinos Mavropanos,242000,78,83,24,194,89,19.0,22.0,81.0,56.0,52.0,60.0,78.0,81.0,"CB, RB",Right,Greece,Bundesliga,2,4,1,VfB Stuttgart,74.0,3.0,Balanced,Balanced,0,0.0,Germany
H. Morita,守田 英正,242087,78,79,27,177,69,16.0,16.0,67.0,67.0,75.0,76.0,72.0,74.0,"CM, CDM",Right,Japan,Liga Portugal,2,2,1,Sporting CP,78.0,9.0,Pressure On Heavy Touch,Direct Passing,0,0.0,Portugal
C. Baumgartner,Christoph Baumgartner,242187,78,84,22,180,73,22.5,32.0,75.0,72.0,73.0,80.0,44.0,57.0,"CAM, CM, ST",Right,Austria,Bundesliga,3,3,2,TSG Hoffenheim,76.0,5.0,Balanced,Balanced,0,0.0,Germany
C. Doucouré,Cheick Oumar Doucouré,242619,78,83,22,180,73,20.0,43.0,68.0,57.0,71.0,76.0,74.0,76.0,"CDM, CM",Right,Mali,Premier League,3,3,1,Crystal Palace,76.0,4.0,Balanced,Balanced,0,0.0,England
A. Saelemaekers,Alexis Jesse Saelemaekers,242664,78,82,23,180,72,20.0,57.0,80.0,67.0,76.0,81.0,64.0,68.0,"RW, RM",Right,Belgium,Serie A,3,4,1,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Italy
A. Bayındır,Altay Bayındır,243647,78,82,24,198,73,16.0,39.0,30.0,72.0,72.0,75.0,76.0,78.0,GK,Right,Turkey,Super Lig,1,2,1,Fenerbahçe,76.0,9.0,Press After Possession Loss,Direct Passing,0,0.0,Turkey
Luís Maximiano,Luís Manuel Arantes Maximiano,244316,78,84,23,190,82,18.0,29.0,55.0,68.0,68.0,76.0,76.0,78.0,GK,Right,Portugal,Serie A,1,2,1,Lazio,79.0,7.0,Press After Possession Loss,Possession,0,0.0,Italy
S. Diop,Sofiane Diop,244892,78,84,22,175,65,22.5,38.0,71.0,72.0,75.0,83.0,54.0,54.0,"LM, RM, CF",Right,France,Ligue 1,4,3,1,Nice,77.0,6.0,Press After Possession Loss,Possession,0,0.0,France
A. Bah,Alexander Hartmann Bah,245235,78,83,24,183,76,20.0,12.0,92.0,64.0,72.0,74.0,72.0,81.0,"RB, RM",Right,Denmark,Liga Portugal,3,4,1,Benfica,79.0,10.0,Press After Possession Loss,Balanced,0,0.0,Portugal
M. Caqueret,Maxence Caqueret,246646,78,84,22,174,63,22.5,52.0,73.0,58.0,74.0,80.0,74.0,68.0,"CM, CDM",Right,France,Ligue 1,3,3,2,Olympique Lyonnais,78.0,8.0,Pressure On Heavy Touch,Possession,0,0.0,France
D. Hancko,Dávid Hancko,247103,78,85,24,188,80,26.0,11.0,78.0,64.0,72.0,73.0,78.0,79.0,"CB, LB",Left,Slovakia,Eredivisie,2,3,1,Feyenoord,75.0,8.0,Press After Possession Loss,Balanced,0,0.0,Netherlands
A. Espino,Luis Alfonso Espino García,247131,78,78,30,172,71,12.0,30.0,87.0,63.0,68.0,73.0,74.0,82.0,LB,Left,Uruguay,La Liga,3,3,1,Cádiz,74.0,4.0,Balanced,Direct Passing,0,0.0,Spain
K. Thuram,Khéphren Thuram-Ulien,247246,78,85,21,192,81,28.5,32.0,74.0,71.0,75.0,77.0,76.0,77.0,"CM, CDM",Right,France,Ligue 1,3,3,1,Nice,77.0,6.0,Press After Possession Loss,Possession,0,0.0,France
Edgar,Edgar González Estrada,247500,78,82,25,193,78,17.5,23.0,60.0,49.0,64.0,64.0,80.0,78.0,"CB, CDM",Right,Spain,La Liga,2,2,1,Real Betis,79.0,6.0,Press After Possession Loss,Possession,0,0.0,Spain
T. Holeš,Tomáš Holeš,251116,78,78,29,180,73,12.0,1.0,77.0,70.0,70.0,73.0,77.0,81.0,"CDM, CB",Right,Czech Republic,Fortuna Liga,2,4,1,Slavia Praha,74.0,10.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Unknown
C. De Ketelaere,Charles De Ketelaere,251470,78,88,21,192,79,32.0,49.0,75.0,76.0,76.0,81.0,57.0,73.0,"ST, LW",Left,Belgium,Serie A,4,4,1,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Italy
J. Veerman,Joey Veerman,253109,78,83,23,185,75,21.0,18.0,63.0,70.0,81.0,78.0,65.0,74.0,"CM, CDM, CAM",Right,Netherlands,Eredivisie,3,4,1,PSV,76.0,9.0,Pressure On Heavy Touch,Balanced,0,0.0,Netherlands
M. Ugarte,Manuel Ugarte Ribeiro,253306,78,85,21,182,77,28.5,12.0,72.0,63.0,71.0,77.0,74.0,76.0,"CM, CDM",Right,Uruguay,Liga Portugal,3,3,1,Sporting CP,78.0,9.0,Pressure On Heavy Touch,Direct Passing,0,0.0,Portugal
P. Kalulu,Pierre Kazeye Rommel Kalulu Kyatengwa,255654,78,85,22,184,69,26.5,47.0,80.0,50.0,68.0,69.0,79.0,75.0,"CB, RB",Right,France,Serie A,2,3,1,Milan,81.0,9.0,Pressure On Heavy Touch,Forward Runs,0,0.0,Italy
P. Hincapié,Piero Martín Hincapié Reyna,256197,78,85,20,184,76,26.5,33.0,83.0,39.0,64.0,71.0,78.0,75.0,"LB, CB",Left,Ecuador,Bundesliga,3,2,1,Bayer 04 Leverkusen,80.0,8.0,Press After Possession Loss,Balanced,0,0.0,Germany
Evanilson,Francisco Evanilson de Lima Barbosa,256612,78,85,22,181,77,29.0,15.0,74.0,76.0,63.0,76.0,25.0,71.0,ST,Right,Brazil,Liga Portugal,3,4,1,Porto,78.0,10.0,Press After Possession Loss,Balanced,0,0.0,Portugal
Gonçalo Ramos,Gonçalo Matias Ramos,256903,78,86,21,185,82,32.0,13.0,77.0,77.0,64.0,75.0,41.0,82.0,ST,Right,Portugal,Liga Portugal,2,4,1,Benfica,79.0,10.0,Press After Possession Loss,Balanced,0,0.0,Portugal
G. Mamardashvili,Giorgi Mamardashvili,262621,78,84,21,199,88,18.5,17.0,48.0,74.0,74.0,78.0,79.0,79.0,GK,Left,Georgia,La Liga,1,3,1,Valencia,76.0,7.0,Balanced,Balanced,0,0.0,Spain
Pepe Reina,José Manuel Reina Páez,24630,77,77,39,188,92,1.2,14.0,45.0,79.0,79.0,77.0,79.0,75.0,GK,Right,Spain,La Liga,1,3,3,Villarreal,80.0,8.0,Balanced,Balanced,83,10.5,Spain
J. Milner,James Philip Milner,138412,77,77,36,175,70,3.3,65.0,52.0,70.0,79.0,76.0,77.0,74.0,"CM, RB",Right,England,Premier League,3,4,2,Liverpool,84.0,9.0,Press After Possession Loss,Balanced,80,9.5,England
Negredo,Álvaro Negredo Sánchez,146439,77,77,36,186,86,3.6,25.0,53.0,80.0,64.0,70.0,36.0,76.0,ST,Left,Spain,La Liga,3,2,3,Cádiz,74.0,4.0,Balanced,Direct Passing,79,11.5,Spain
R. Pasveer,Remko Pasveer,162328,77,77,38,187,88,1.2,8.0,43.0,82.0,82.0,76.0,78.0,75.0,GK,Right,Netherlands,Eredivisie,1,4,1,Ajax,78.0,10.0,Balanced,Possession,73,2.0,Netherlands
S. Sirigu,Salvatore Sirigu,168435,77,77,35,192,85,1.2,23.0,46.0,73.0,73.0,73.0,79.0,75.0,GK,Right,Italy,Serie A,1,2,3,Napoli,80.0,9.0,Balanced,Forward Runs,79,8.0,Italy
A. Guardado,José Andrés Guardado Hernández,171897,77,77,35,169,67,3.0,16.0,61.0,68.0,79.0,79.0,71.0,67.0,CDM,Left,Mexico,La Liga,3,2,3,Real Betis,79.0,6.0,Press After Possession Loss,Possession,80,13.5,Spain
K. Gameiro,Kévin Gameiro,176600,77,77,35,172,69,4.5,22.0,78.0,77.0,73.0,75.0,41.0,66.0,ST,Right,France,Ligue 1,3,4,3,Strasbourg,75.0,5.0,Balanced,Balanced,83,25.0,France
M. Özil,Mesut Özil,176635,77,77,33,180,70,6.5,37.0,68.0,70.0,83.0,78.0,19.0,42.0,"CAM, RM",Left,Germany,Super Lig,4,2,4,İstanbul Başakşehir,73.0,8.0,Balanced,Possession,88,60.0,Turkey
Sergio Asenjo,Sergio Asenjo Andrés,178750,77,77,33,189,87,3.4,18.0,57.0,75.0,75.0,74.0,75.0,76.0,GK,Right,Spain,La Liga,1,3,2,Real Valladolid,75.0,4.0,Pressure On Heavy Touch,Possession,84,25.0,Spain
A. Modeste,Anthony Modeste,182212,77,77,34,187,84,5.0,45.0,68.0,76.0,63.0,70.0,35.0,79.0,ST,Right,France,Bundesliga,3,4,2,Borussia Dortmund,81.0,9.0,Press After Possession Loss,Forward Runs,0,0.0,Germany
M. Moralez,Maximiliano Nicol Moralez,183895,77,77,35,158,56,4.3,15.0,68.0,71.0,77.0,78.0,52.0,49.0,"CAM, CM",Right,Argentina,Liga Profesional,4,4,2,Racing Club,74.0,9.0,Balanced,Possession,72,2.9,Unknown
O. Ighalo,Odion Jude Ighalo,185195,77,77,33,185,80,6.5,42.0,66.0,77.0,65.0,72.0,43.0,83.0,ST,Right,Nigeria,Pro League,4,4,2,Al Hilal,73.0,10.0,Press After Possession Loss,Forward Runs,0,0.0,Unknown
C. Stuani,Cristhian Ricardo Stuani Curbelo,186537,77,77,35,186,76,4.5,22.0,67.0,79.0,69.0,70.0,48.0,84.0,ST,Right,Uruguay,La Liga,4,3,2,Girona,75.0,1.0,Balanced,Possession,77,8.5,Spain
C. Kouyaté,Cheikhou Kouyaté,186801,77,77,32,189,83,7.0,53.0,60.0,64.0,64.0,69.0,77.0,83.0,"CDM, CB, CM",Right,Senegal,Premier League,3,3,2,Nottingham Forest,76.0,1.0,Balanced,Forward Runs,77,8.5,England
M. Suárez,Matías Ezequiel Suárez,188042,77,77,34,183,75,5.0,20.0,75.0,76.0,75.0,83.0,47.0,69.0,"ST, LW",Right,Argentina,Liga Profesional,4,4,2,River Plate,76.0,10.0,Pressure On Heavy Touch,Possession,75,6.5,Unknown
Fidel,Fidel Chaves de la Torre,189172,77,77,32,180,74,8.5,22.0,72.0,72.0,77.0,75.0,54.0,64.0,"LM, CM",Left,Spain,La Liga,3,2,1,Elche,74.0,2.0,Balanced,Direct Passing,74,6.0,Spain
B. Mee,Ben Mee,189682,77,77,32,180,82,7.0,43.0,52.0,42.0,54.0,57.0,80.0,77.0,CB,Left,England,Premier League,2,3,1,Brentford,75.0,1.0,Press After Possession Loss,Forward Runs,78,10.0,England
Illarramendi,Asier Illarramendi Andonegi,190584,77,77,32,179,74,8.5,31.0,42.0,69.0,76.0,76.0,75.0,67.0,"CM, CDM",Right,Spain,La Liga,3,3,2,Real Sociedad,78.0,7.0,Balanced,Possession,81,18.0,Spain
S. El Shaarawy,Stephan El Shaarawy,190813,77,77,29,178,73,10.5,63.0,86.0,74.0,74.0,78.0,46.0,61.0,"LW, LM",Right,Italy,Serie A,4,3,3,Roma,80.0,8.0,Balanced,Possession,80,19.0,Italy
M. Rits,Mats Rits,191627,77,77,28,178,72,9.5,25.0,74.0,72.0,74.0,75.0,73.0,76.0,"CDM, CM",Right,Belgium,Jupiler Pro League,3,5,1,Club Brugge,75.0,10.0,Pressure On Heavy Touch,Balanced,72,4.1,Unknown
